start,end,CE1,CE2,CR1,SM1,SM2,TM1,XH1,PM1
29100001,29150000,0,0,0,0,0,0,0,0
29150001,29200000,0,0,0,1,1,1,0,0
29200001,29250000,1,1,1,1,1,1,0,0
29250001,29300000,0,0,0,0,0,0,0,0
29300001,29350000,0,0,0,0,0,0,0,0
29350001,29400000,0,0,0,0,0,0,0,0
29400001,29450000,3,3,2,2,2,3,3,4
29450001,29500000,0,0,1,0,0,0,0,1
29500001,29550000,1,1,1,2,1,3,2,4
29550001,29600000,1,3,2,5,4,3,1,2
29600001,29650000,0,5,1,4,2,3,3,4
29650001,29700000,0,0,1,0,0,1,0,0
29700001,29750000,0,0,0,0,0,0,0,0
29750001,29800000,0,0,1,1,0,0,0,0
29800001,29850000,0,0,0,0,0,0,0,0
29850001,29900000,0,0,0,0,0,0,0,0
29900001,29950000,1,0,0,0,0,0,0,0
29950001,30000000,0,0,0,0,0,0,0,0
30000001,30050000,7,9,10,10,11,4,7,9
30050001,30100000,2,2,1,0,1,1,1,2
30100001,30150000,0,0,0,0,0,0,0,0
30150001,30200000,0,0,0,0,0,0,0,0
30200001,30250000,0,0,0,0,0,0,0,0
30250001,30300000,0,0,1,0,0,0,0,0
30300001,30350000,0,0,0,2,2,1,2,0
30350001,30400000,0,0,0,0,0,1,1,0
30400001,30450000,0,0,2,1,0,0,0,0
30450001,30500000,0,0,0,0,0,0,0,0
30500001,30550000,1,1,1,1,1,0,1,0
30550001,30600000,6,4,3,3,3,3,2,5
30600001,30650000,4,4,2,6,6,6,6,11
30650001,30700000,0,0,0,0,0,0,0,0
30700001,30750000,0,0,0,0,0,0,0,0
30750001,30800000,0,0,0,0,0,0,0,0
30800001,30850000,3,3,1,2,2,1,1,6
30850001,30900000,0,0,0,0,0,2,0,1
30900001,30950000,0,0,0,0,1,1,1,0
30950001,31000000,0,0,0,2,2,1,0,1
31000001,31050000,0,0,0,0,0,0,0,0
31050001,31100000,1,1,0,1,1,1,0,1
31100001,31150000,3,0,0,1,1,1,1,1
31150001,31200000,6,3,0,4,4,2,3,3
31200001,31250000,0,0,0,1,0,0,0,0
31250001,31300000,1,1,1,1,0,1,1,1
31300001,31350000,0,0,0,0,0,0,0,1
31350001,31400000,0,0,0,0,0,0,0,0
31400001,31450000,1,1,0,0,0,0,0,0
31450001,31500000,0,0,0,0,1,0,0,0
31500001,31550000,0,0,0,0,0,0,0,0
31550001,31600000,0,0,0,0,1,0,0,0
31600001,31650000,0,0,0,0,0,0,0,0
31650001,31700000,0,0,0,0,0,0,0,0
31700001,31750000,0,0,0,0,0,0,0,0
31750001,31800000,1,1,1,1,1,1,1,1
31800001,31850000,0,0,0,0,0,0,0,0
31850001,31900000,0,1,0,1,1,0,2,0
31900001,31950000,2,2,1,1,1,2,1,0
31950001,32000000,0,0,0,1,1,0,0,0
32000001,32050000,3,3,4,1,1,2,2,0
32050001,32100000,0,0,0,0,0,1,1,0
32100001,32150000,0,0,0,0,0,0,0,0
32150001,32200000,0,0,0,0,0,0,0,0
32200001,32250000,0,0,0,0,0,0,0,0
32250001,32300000,0,0,0,0,0,0,0,0
32300001,32350000,0,0,0,0,0,0,0,0
32350001,32400000,0,0,0,0,0,0,0,0
32400001,32450000,0,0,0,0,0,0,0,0
32450001,32500000,0,0,0,0,0,0,0,0
32500001,32550000,0,0,0,0,0,0,0,0
32550001,32600000,0,0,0,0,0,0,0,0
32600001,32650000,0,0,0,0,0,0,0,0
32650001,32700000,0,0,0,0,0,0,0,0
32700001,32750000,0,0,0,0,0,0,0,0
32750001,32800000,0,0,0,0,0,0,0,0
32800001,32850000,0,0,0,0,0,0,0,0
32850001,32900000,0,0,0,0,0,0,0,0
32900001,32950000,0,0,0,0,0,0,0,0
32950001,33000000,0,0,0,0,0,0,0,0
33000001,33050000,0,0,0,0,0,0,0,0
33050001,33100000,0,0,0,0,0,0,0,0
33100001,33150000,0,0,0,0,0,0,0,0
33150001,33200000,0,0,0,0,0,0,0,0
33200001,33250000,0,0,0,0,0,0,0,0
33250001,33300000,0,0,0,0,0,0,0,0
33300001,33350000,0,0,0,0,0,0,0,0
33350001,33400000,0,0,0,0,0,0,0,0
33400001,33450000,0,0,0,0,0,0,0,0
33450001,33500000,1,2,0,1,1,3,1,0
33500001,33550000,1,1,1,0,0,1,0,1
33550001,33600000,0,0,0,0,0,0,0,0
33600001,33650000,1,0,0,0,1,0,1,0
33650001,33700000,0,0,0,0,0,0,0,0
33700001,33750000,1,0,1,0,1,0,0,0
33750001,33800000,0,1,0,0,0,0,0,0
33800001,33850000,0,1,0,0,0,0,0,0
33850001,33900000,0,0,0,0,0,0,0,0
33900001,33950000,0,0,0,0,0,0,0,0
33950001,34000000,0,0,0,0,0,0,0,0
34000001,34050000,0,0,0,0,0,0,0,0
34050001,34100000,0,0,0,0,0,0,0,0
34100001,34150000,0,0,0,0,0,0,0,0
34150001,34200000,0,0,0,0,0,0,0,0
34200001,34250000,0,1,0,2,1,1,0,0
34250001,34300000,2,1,5,2,1,5,3,7
34300001,34350000,1,2,2,2,2,3,3,3
34350001,34400000,2,1,1,2,1,6,1,3
34400001,34450000,5,6,1,4,4,2,2,5
34450001,34500000,4,2,2,10,8,4,3,3
34500001,34550000,2,5,0,1,2,2,1,4
34550001,34600000,13,15,9,9,15,9,7,16
34600001,34650000,0,0,0,0,0,0,0,0
34650001,34700000,1,0,0,0,0,0,0,0
34700001,34750000,0,0,0,0,0,0,0,0
34750001,34800000,0,0,0,0,1,1,0,0
34800001,34850000,0,0,0,0,0,1,0,0
34850001,34900000,0,0,0,0,1,0,1,0
34900001,34950000,0,2,0,0,0,1,0,0
34950001,35000000,7,6,5,7,8,11,8,3
35000001,35050000,0,0,0,0,0,0,0,0
35050001,35100000,0,1,0,1,0,0,0,0
35100001,35150000,3,2,0,1,1,2,2,3
35150001,35200000,0,0,0,0,0,0,0,0
35200001,35250000,0,0,2,2,2,1,2,0
35250001,35300000,0,0,0,0,0,0,0,0
35300001,35350000,0,0,0,0,0,0,0,0
35350001,35400000,0,0,0,0,0,0,1,2
35400001,35450000,0,0,1,0,0,0,1,0
35450001,35500000,1,1,0,1,1,1,0,1
35500001,35550000,0,0,0,0,0,0,0,0
35550001,35600000,4,4,0,4,5,6,3,4
35600001,35650000,3,2,1,1,3,1,1,2
35650001,35700000,1,0,0,0,0,0,0,0
35700001,35750000,0,0,0,0,0,0,0,0
35750001,35800000,0,0,1,1,1,0,1,2
35800001,35850000,0,0,0,0,0,0,0,1
35850001,35900000,0,0,1,1,1,1,1,0
35900001,35950000,0,0,0,0,0,1,1,0
35950001,36000000,0,1,0,0,0,0,0,0
36000001,36050000,0,0,0,0,0,0,0,0
36050001,36100000,0,1,0,0,1,0,3,0
36100001,36150000,3,2,1,2,2,4,6,3
36150001,36200000,1,1,0,0,0,1,1,0
36200001,36250000,0,0,0,0,0,0,0,0
36250001,36300000,3,3,0,3,4,4,9,3
36300001,36350000,2,1,0,2,2,2,1,0
36350001,36400000,0,0,0,1,0,1,2,1
36400001,36450000,1,1,0,1,2,1,1,1
36450001,36500000,1,2,1,1,1,2,1,1
36500001,36550000,1,2,0,2,1,1,2,1
36550001,36600000,0,0,0,0,0,1,1,0
36600001,36650000,0,1,0,0,0,2,0,1
36650001,36700000,0,0,0,1,1,1,0,0
36700001,36750000,0,0,0,0,0,0,0,0
36750001,36800000,0,0,0,0,0,0,0,0
36800001,36850000,0,0,0,0,0,0,0,0
36850001,36900000,0,0,0,2,0,0,0,0
36900001,36950000,0,0,0,0,0,0,0,0
36950001,37000000,0,0,0,0,0,0,0,0
37000001,37050000,2,2,0,2,3,3,4,6
37050001,37100000,0,0,0,0,0,0,0,0
37100001,37150000,0,0,0,0,0,0,0,0
37150001,37200000,0,0,0,0,0,0,0,0
37200001,37250000,0,0,0,0,0,0,0,0
37250001,37300000,0,0,0,0,0,0,0,0
37300001,37350000,0,0,0,0,0,0,0,0
37350001,37400000,0,0,0,0,0,0,0,0
37400001,37450000,0,0,0,0,0,0,0,0
37450001,37500000,0,0,0,0,0,0,0,0
37500001,37550000,0,0,0,0,0,0,0,0
37550001,37600000,1,2,2,3,3,2,3,4
37600001,37650000,0,0,0,0,0,0,0,0
37650001,37700000,3,0,2,3,3,3,4,2
37700001,37750000,1,0,1,1,2,1,1,1
37750001,37800000,0,0,0,2,0,0,0,0
37800001,37850000,2,2,1,2,1,2,3,2
37850001,37900000,0,0,0,0,0,0,0,0
37900001,37950000,4,5,3,3,3,8,7,4
37950001,38000000,0,1,0,1,1,1,2,2
38000001,38050000,0,0,0,0,0,0,0,0
38050001,38100000,0,0,0,0,0,0,0,0
38100001,38150000,0,0,0,0,0,0,0,0
38150001,38200000,0,1,0,0,0,0,0,1
38200001,38250000,0,0,1,0,0,0,1,0
38250001,38300000,2,4,2,2,2,1,2,1
38300001,38350000,2,3,1,3,2,2,2,2
38350001,38400000,1,0,0,1,1,0,1,0
38400001,38450000,1,2,1,3,2,3,2,1
38450001,38500000,0,2,0,1,0,2,0,0
38500001,38550000,0,0,0,0,0,0,0,1
38550001,38600000,2,3,4,2,3,1,1,7
38600001,38650000,0,0,0,0,0,0,0,0
38650001,38700000,1,1,1,1,1,2,2,1
38700001,38750000,0,0,0,0,0,0,0,0
38750001,38800000,0,0,0,0,0,0,0,0
38800001,38850000,0,0,0,0,0,0,0,0
38850001,38900000,0,0,0,0,0,0,0,0
38900001,38950000,2,5,3,6,4,6,3,2
38950001,39000000,0,0,0,0,0,0,0,0
39000001,39050000,3,3,0,2,3,5,3,3
39050001,39100000,0,0,0,0,0,0,0,0
39100001,39150000,0,0,0,0,0,0,0,0
39150001,39200000,0,0,0,0,0,0,0,0
39200001,39250000,0,0,0,0,0,0,0,0
39250001,39300000,2,2,0,0,0,0,0,0
39300001,39350000,3,3,2,6,5,2,2,4
39350001,39400000,0,0,0,0,0,4,0,5
39400001,39450000,0,0,0,0,0,0,0,0
39450001,39500000,0,0,1,0,0,1,1,0
39500001,39550000,0,0,0,0,0,0,0,1
39550001,39600000,0,0,0,0,0,0,0,0
39600001,39650000,0,0,0,0,0,0,0,0
39650001,39700000,0,0,0,0,0,0,0,0
39700001,39750000,1,1,1,1,0,1,1,1
39750001,39800000,0,0,0,0,0,0,0,0
39800001,39850000,0,0,0,0,0,0,0,0
39850001,39900000,0,0,0,0,0,0,0,0
39900001,39950000,0,0,0,0,0,0,0,0
39950001,40000000,0,0,0,0,0,0,0,0
40000001,40050000,0,0,0,0,0,0,0,0
40050001,40100000,0,0,0,0,0,0,0,0
40100001,40150000,0,0,0,0,0,0,0,0
40150001,40200000,3,3,1,0,0,0,3,2
40200001,40250000,0,0,0,0,0,0,0,0
40250001,40300000,0,0,0,0,0,0,0,0
40300001,40350000,0,2,0,0,0,0,1,1
40350001,40400000,0,0,0,0,0,0,0,0
40400001,40450000,2,6,3,5,4,3,4,5
40450001,40500000,0,0,2,0,1,1,1,1
40500001,40550000,0,0,0,0,0,0,0,0
40550001,40600000,0,0,0,0,0,0,0,0
40600001,40650000,3,0,3,1,1,1,2,2
40650001,40700000,0,0,1,2,4,2,4,4
40700001,40750000,3,2,1,2,2,2,2,2
40750001,40800000,3,1,1,4,2,6,4,1
40800001,40850000,0,0,0,0,0,0,0,0
40850001,40900000,0,0,0,0,0,0,0,0
40900001,40950000,0,0,0,0,0,0,0,0
40950001,41000000,0,0,0,0,0,0,0,0
41000001,41050000,0,0,0,0,0,0,0,0
41050001,41100000,0,0,0,0,0,0,0,0
41100001,41150000,0,0,0,0,0,0,0,0
41150001,41200000,0,0,0,0,0,0,0,0
41200001,41250000,0,0,0,0,0,0,0,0
41250001,41300000,0,0,0,0,0,0,0,0
41300001,41350000,0,0,0,0,0,0,0,0
41350001,41400000,0,0,0,0,0,0,0,0
41400001,41450000,0,0,0,0,0,0,0,0
41450001,41500000,0,0,0,0,0,0,0,0
41500001,41550000,0,0,0,0,0,0,0,0
41550001,41600000,1,3,2,2,0,2,0,1
41600001,41650000,0,0,0,0,0,0,0,0
41650001,41700000,0,0,0,0,0,0,0,0
41700001,41750000,3,4,1,3,3,1,2,4
41750001,41800000,0,1,2,4,3,3,5,2
41800001,41850000,1,0,1,1,1,1,0,0
41850001,41900000,0,0,1,1,0,2,0,1
41900001,41950000,0,0,0,0,0,0,0,0
41950001,42000000,0,0,0,0,0,0,0,0
42000001,42050000,0,0,0,0,0,0,0,0
42050001,42100000,0,0,0,0,0,0,0,0
42100001,42150000,1,0,1,4,4,3,3,3
42150001,42200000,0,1,1,0,0,0,0,1
42200001,42250000,0,0,0,1,3,2,1,0
42250001,42300000,10,14,3,6,5,6,8,8
42300001,42350000,1,3,1,1,1,1,1,1
42350001,42400000,9,11,9,12,1,8,6,15
42400001,42450000,0,0,0,1,0,0,0,1
42450001,42500000,0,0,0,0,0,0,0,0
42500001,42550000,0,2,0,2,3,3,2,1
42550001,42600000,0,0,0,0,0,0,0,0
42600001,42650000,8,7,2,4,1,6,6,8
42650001,42700000,0,0,0,0,0,0,0,0
42700001,42750000,0,0,0,1,1,1,1,2
42750001,42800000,4,1,1,1,1,2,2,1
42800001,42850000,0,0,0,0,0,0,0,0
42850001,42900000,0,0,0,0,0,0,0,0
42900001,42950000,0,0,0,0,0,0,0,1
42950001,43000000,1,0,1,3,3,1,1,0
43000001,43050000,0,0,0,0,0,0,0,0
43050001,43100000,1,1,1,0,0,0,0,0
43100001,43150000,3,1,2,0,2,1,7,4
43150001,43200000,0,1,0,0,0,1,0,0
43200001,43250000,4,3,2,3,3,2,2,3
43250001,43300000,0,0,1,1,1,0,0,0
43300001,43350000,1,2,0,2,2,1,4,3
43350001,43400000,3,3,3,4,2,2,2,2
43400001,43450000,3,3,0,2,2,2,3,2
43450001,43500000,0,0,0,0,0,0,0,0
43500001,43550000,0,0,0,0,0,0,0,0
43550001,43600000,0,0,0,0,0,0,0,0
43600001,43650000,0,0,0,0,0,1,2,0
43650001,43700000,0,1,0,0,1,0,1,0
43700001,43750000,0,0,0,0,0,1,0,0
43750001,43800000,0,0,0,0,0,0,0,0
43800001,43850000,0,0,0,0,0,0,0,0
43850001,43900000,0,0,0,0,0,0,0,0
43900001,43950000,1,0,1,1,1,1,2,0
43950001,44000000,0,0,0,0,0,0,0,0
44000001,44050000,1,1,0,0,0,0,0,0
44050001,44100000,4,4,1,4,2,4,4,2
44100001,44150000,0,0,0,0,0,0,0,0
44150001,44200000,0,0,0,0,0,0,0,0
44200001,44250000,0,0,0,0,0,0,0,0
44250001,44300000,0,0,0,0,0,0,0,0
44300001,44350000,0,0,0,0,0,0,0,0
44350001,44400000,0,0,0,1,1,1,1,0
44400001,44450000,0,0,0,0,0,0,0,0
44450001,44500000,1,1,1,5,3,1,1,2
44500001,44550000,0,0,0,0,0,0,0,0
44550001,44600000,0,0,0,0,0,0,0,0
44600001,44650000,0,0,0,0,0,0,0,0
44650001,44700000,0,0,0,0,0,0,0,0
44700001,44750000,0,0,0,0,0,0,0,0
44750001,44800000,0,0,0,0,0,0,0,0
44800001,44850000,0,0,0,0,0,0,0,0
44850001,44900000,0,0,0,0,0,0,0,0
44900001,44950000,0,0,0,0,0,0,0,0
44950001,45000000,0,0,0,0,0,0,0,0
45000001,45050000,0,0,0,0,0,0,0,0
45050001,45100000,1,0,2,0,1,1,0,0
45100001,45150000,0,0,0,0,0,0,0,0
45150001,45200000,0,0,0,0,0,0,0,0
45200001,45250000,0,0,0,0,0,0,0,0
45250001,45300000,0,1,0,0,0,0,0,0
45300001,45350000,0,0,1,0,0,0,1,2
45350001,45400000,0,0,0,1,0,0,0,0
45400001,45450000,1,1,1,2,2,1,4,1
45450001,45500000,0,1,0,0,0,1,1,1
45500001,45550000,1,0,0,1,0,0,0,1
45550001,45600000,0,5,0,0,0,0,0,0
45600001,45650000,3,1,3,2,3,2,2,1
45650001,45700000,0,0,2,1,3,2,4,1
45700001,45750000,0,0,1,1,1,0,0,1
45750001,45800000,3,2,2,1,1,1,0,2
45800001,45850000,1,0,0,1,0,2,1,0
45850001,45900000,0,0,0,0,0,0,0,0
45900001,45950000,0,0,0,0,0,0,0,0
45950001,46000000,0,0,0,0,0,0,0,0
46000001,46050000,0,0,0,0,0,0,0,0
46050001,46100000,1,0,0,0,0,1,1,0
46100001,46150000,2,0,1,2,2,3,2,1
46150001,46200000,0,1,1,3,2,0,1,1
46200001,46250000,2,4,0,6,6,7,8,2
46250001,46300000,6,8,5,6,7,6,6,9
46300001,46350000,6,5,4,7,6,6,7,3
46350001,46400000,1,1,1,1,1,3,3,3
46400001,46450000,0,0,0,0,0,0,0,0
46450001,46500000,0,0,0,0,0,0,0,3
46500001,46550000,3,5,4,5,4,4,5,2
46550001,46600000,4,2,0,5,3,5,6,7
46600001,46650000,2,2,0,1,1,1,2,2
46650001,46700000,0,0,0,0,0,0,0,0
46700001,46750000,1,2,1,2,2,2,4,1
46750001,46800000,0,0,0,0,0,0,0,0
46800001,46850000,0,1,0,0,0,0,0,0
46850001,46900000,1,2,2,1,1,2,0,1
46900001,46950000,0,0,1,1,0,0,0,1
46950001,47000000,0,0,0,0,0,0,0,0
47000001,47050000,2,0,0,0,0,0,0,0
47050001,47100000,3,0,2,5,2,4,2,5
47100001,47150000,0,0,0,1,1,1,1,1
47150001,47200000,0,0,0,0,0,0,0,0
47200001,47250000,0,0,0,0,0,0,0,0
47250001,47300000,0,0,0,0,0,0,0,0
47300001,47350000,0,0,0,0,0,0,0,0
47350001,47400000,0,0,0,0,0,0,0,0
47400001,47450000,0,0,0,0,0,0,0,0
47450001,47500000,0,0,0,0,0,0,0,0
47500001,47550000,0,0,0,0,0,0,0,0
47550001,47600000,0,0,1,1,1,2,2,2
47600001,47650000,0,0,0,2,2,1,1,0
47650001,47700000,1,0,0,3,2,2,2,1
47700001,47750000,2,2,2,2,3,2,0,4
47750001,47800000,3,4,2,6,5,1,1,2
47800001,47850000,0,0,0,1,1,0,0,0
47850001,47900000,0,0,0,0,0,0,0,5
47900001,47950000,2,4,0,0,1,1,0,1
47950001,48000000,0,1,0,2,2,0,1,2
48000001,48050000,0,0,0,0,0,0,0,0
48050001,48100000,0,0,0,0,0,0,0,0
48100001,48150000,0,0,0,0,0,0,0,0
48150001,48200000,0,0,0,0,0,0,0,0
48200001,48250000,1,1,4,0,0,0,0,2
48250001,48300000,2,1,1,1,5,3,2,1
48300001,48350000,0,0,0,0,0,0,0,0
48350001,48400000,0,0,0,0,0,0,0,0
48400001,48450000,2,10,3,0,8,0,9,1
48450001,48500000,0,0,0,0,0,0,0,0
48500001,48550000,3,2,3,8,9,5,7,13
48550001,48600000,0,0,0,1,1,1,1,1
48600001,48650000,0,0,0,0,0,0,1,0
48650001,48700000,0,0,0,0,0,0,0,0
48700001,48750000,0,0,0,0,0,0,1,0
48750001,48800000,0,0,0,0,0,0,0,0
48800001,48850000,0,0,0,0,0,0,0,0
48850001,48900000,1,0,0,1,3,2,2,2
48900001,48950000,0,0,0,0,1,1,1,0
48950001,49000000,5,4,2,7,10,8,10,6
49000001,49050000,0,1,0,0,0,0,0,0
49050001,49100000,1,0,1,2,2,2,1,1
49100001,49150000,1,2,0,1,2,1,1,2
49150001,49200000,2,1,0,0,0,0,0,3
49200001,49250000,1,1,0,3,3,3,3,1
49250001,49300000,2,2,1,3,3,3,3,2
49300001,49350000,0,0,0,1,1,3,2,1
49350001,49400000,1,4,1,0,0,0,0,2
49400001,49450000,0,0,1,0,0,0,1,0
49450001,49500000,1,1,1,0,1,1,0,0
49500001,49550000,0,0,0,1,1,1,1,0
49550001,49600000,1,3,1,3,4,2,3,1
49600001,49650000,1,2,2,2,1,3,4,2
49650001,49700000,0,0,0,0,0,0,0,0
49700001,49750000,2,5,3,5,3,1,1,2
49750001,49800000,3,12,3,3,1,3,2,8
49800001,49850000,3,2,1,2,2,1,2,2
49850001,49900000,3,4,4,6,5,6,6,2
49900001,49950000,0,0,0,0,0,0,0,0
49950001,50000000,0,0,0,0,0,0,0,0
50000001,50050000,0,2,0,1,3,0,1,0
50050001,50100000,0,0,0,0,0,0,0,0
50100001,50150000,0,0,0,0,0,0,0,0
50150001,50200000,0,0,0,0,0,0,0,0
50200001,50250000,0,0,0,0,0,0,0,0
50250001,50300000,0,0,0,0,0,0,0,0
50300001,50350000,0,0,0,0,0,0,0,0
50350001,50400000,0,0,0,0,0,0,0,0
50400001,50450000,0,0,0,0,0,0,0,0
50450001,50500000,0,0,0,0,0,0,0,0
50500001,50550000,0,0,0,0,0,0,0,0
50550001,50600000,0,0,0,0,0,0,0,0
50600001,50650000,0,0,0,0,0,0,1,0
50650001,50700000,0,0,0,0,0,0,0,0
50700001,50750000,0,0,0,0,0,0,0,0
50750001,50800000,0,0,0,0,0,0,0,0
50800001,50850000,0,1,0,0,0,0,0,0
50850001,50900000,0,0,0,0,0,0,0,0
50900001,50950000,0,0,0,0,0,0,0,0
50950001,51000000,1,0,0,2,2,1,1,2
51000001,51050000,0,0,0,0,0,0,0,0
51050001,51100000,0,0,0,0,0,0,0,0
51100001,51150000,3,4,4,4,5,5,3,5
51150001,51200000,0,0,0,1,1,0,0,3
51200001,51250000,0,0,0,0,0,0,0,0
51250001,51300000,0,0,0,0,0,0,0,0
51300001,51350000,0,0,0,0,0,0,0,0
51350001,51400000,0,0,0,0,0,0,0,0
51400001,51450000,0,0,0,0,0,0,0,1
51450001,51500000,1,1,1,1,1,1,1,1
51500001,51550000,0,0,0,0,0,0,0,0
51550001,51600000,0,0,0,0,0,0,0,0
51600001,51650000,0,0,0,0,0,0,0,0
51650001,51700000,0,0,0,0,0,0,0,0
51700001,51750000,0,0,0,0,0,0,0,0
51750001,51800000,0,0,0,0,0,0,0,0
51800001,51850000,0,0,0,0,0,0,0,0
51850001,51900000,0,0,0,0,0,0,0,0
51900001,51950000,0,0,0,0,0,0,0,0
51950001,52000000,0,0,0,0,0,0,0,0
52000001,52050000,0,0,0,0,0,0,0,0
52050001,52100000,0,0,0,0,0,0,0,0
52100001,52150000,0,0,0,0,0,0,0,0
52150001,52200000,0,0,0,0,0,0,0,0
52200001,52250000,0,0,0,0,0,0,0,0
52250001,52300000,0,0,0,0,0,0,0,0
52300001,52350000,0,0,0,0,0,0,0,0
52350001,52400000,0,0,0,0,0,0,0,0
52400001,52450000,0,0,0,0,0,0,0,0
52450001,52500000,0,0,0,0,0,0,0,0
52500001,52550000,0,0,0,0,0,1,0,0
52550001,52600000,0,0,0,0,0,0,0,0
52600001,52650000,0,0,0,0,0,0,0,0
52650001,52700000,0,0,0,0,0,0,0,0
52700001,52750000,0,0,0,0,0,0,0,0
52750001,52800000,0,0,0,0,0,0,0,0
52800001,52850000,0,0,0,0,0,0,0,0
52850001,52900000,0,0,0,0,0,0,0,0
52900001,52950000,0,0,0,0,0,0,0,0
52950001,53000000,0,0,0,0,0,0,0,1
53000001,53050000,0,0,0,0,1,0,0,0
53050001,53100000,0,0,0,0,0,3,0,0
53100001,53150000,0,2,0,2,2,2,4,2
53150001,53200000,1,3,0,1,0,0,0,2
53200001,53250000,3,1,0,0,0,1,1,2
53250001,53300000,0,1,0,1,1,1,1,1
53300001,53350000,0,0,0,0,0,0,0,0
53350001,53400000,0,0,0,0,0,0,0,0
53400001,53450000,0,0,0,0,0,0,0,1
53450001,53500000,0,0,0,0,0,0,0,0
53500001,53550000,0,0,0,0,0,0,0,0
53550001,53600000,0,0,0,0,0,0,0,0
53600001,53650000,0,0,0,0,0,0,0,0
53650001,53700000,0,0,0,0,0,0,0,0
53700001,53750000,0,0,0,0,0,0,0,0
53750001,53800000,0,0,0,0,0,0,0,0
53800001,53850000,0,0,0,0,0,0,0,0
53850001,53900000,0,0,0,0,0,0,0,0
53900001,53950000,0,0,0,0,0,0,0,0
53950001,54000000,0,0,0,0,1,0,0,0
54000001,54050000,0,0,0,0,0,0,0,0
54050001,54100000,2,3,0,1,0,6,0,0
54100001,54150000,5,2,4,4,4,3,2,4
54150001,54200000,0,0,0,1,2,1,1,2
54200001,54250000,0,1,0,0,0,0,0,0
54250001,54300000,2,1,1,1,1,1,2,2
54300001,54350000,0,0,0,0,0,0,0,0
54350001,54400000,4,3,2,2,3,1,3,3
54400001,54450000,0,0,0,0,0,0,1,0
54450001,54500000,0,0,0,0,0,0,0,0
54500001,54550000,0,0,0,0,0,0,0,0
54550001,54600000,1,2,1,1,1,1,1,1
54600001,54650000,0,0,0,0,0,0,0,0
54650001,54700000,0,0,0,1,0,0,0,1
54700001,54750000,2,1,0,0,0,0,0,1
54750001,54800000,0,0,1,0,0,0,0,0
54800001,54850000,0,0,0,0,0,0,0,0
54850001,54900000,2,5,1,3,3,3,3,2
54900001,54950000,0,0,0,0,0,0,0,0
54950001,55000000,0,0,0,0,0,0,0,0
55000001,55050000,2,3,1,3,2,1,0,2
55050001,55100000,4,4,1,1,2,5,4,3
55100001,55150000,0,0,0,0,0,0,0,0
55150001,55200000,4,2,1,3,5,6,4,4
55200001,55250000,4,1,1,1,1,1,0,2
55250001,55300000,1,1,1,1,1,1,1,1
55300001,55350000,0,0,0,0,1,1,2,1
55350001,55400000,3,1,0,2,2,1,1,1
55400001,55450000,0,1,0,0,1,0,0,0
55450001,55500000,1,1,0,2,1,1,2,0
55500001,55550000,0,0,0,0,0,0,0,0
55550001,55600000,0,0,0,0,0,0,0,0
55600001,55650000,0,0,0,0,0,0,0,0
55650001,55700000,0,0,0,0,0,0,0,0
55700001,55750000,1,1,1,2,2,1,1,1
55750001,55800000,0,2,0,0,0,2,5,1
55800001,55850000,1,0,1,0,0,0,1,1
55850001,55900000,1,2,1,1,2,1,1,2
55900001,55950000,0,1,0,1,1,1,0,0
55950001,56000000,3,4,3,3,4,7,3,6
56000001,56050000,0,0,0,0,1,0,0,0
56050001,56100000,0,0,0,4,2,2,2,2
56100001,56150000,1,1,1,2,3,2,3,1
56150001,56200000,0,1,0,0,0,0,0,1
56200001,56250000,0,0,0,0,0,0,0,0
56250001,56300000,0,0,0,0,0,0,0,0
56300001,56350000,1,0,2,2,2,2,2,2
56350001,56400000,0,3,0,1,0,0,0,0
56400001,56450000,0,0,0,0,0,0,0,0
56450001,56500000,0,3,1,1,0,0,0,0
56500001,56550000,0,0,0,0,0,0,0,0
56550001,56600000,0,0,0,0,0,0,0,0
56600001,56650000,0,0,0,0,0,0,0,0
56650001,56700000,0,0,0,0,0,0,0,0
56700001,56750000,1,1,1,1,1,1,1,1
56750001,56800000,0,1,0,1,1,1,1,1
56800001,56850000,3,1,1,1,1,1,1,3
56850001,56900000,2,3,4,2,3,0,1,2
56900001,56950000,3,5,0,2,3,1,1,4
56950001,57000000,1,0,0,0,1,1,0,0
57000001,57050000,2,3,0,0,1,2,2,1
57050001,57100000,4,6,1,3,4,1,1,4
57100001,57150000,0,0,1,0,1,0,1,0
57150001,57200000,0,0,0,0,0,0,0,0
57200001,57250000,0,2,0,1,2,1,1,2
57250001,57300000,0,0,0,0,0,0,0,0
57300001,57350000,0,0,0,0,0,0,0,0
57350001,57400000,0,0,0,0,0,0,0,0
57400001,57450000,0,0,0,0,0,0,0,0
57450001,57500000,4,6,2,5,3,6,4,4
57500001,57550000,4,1,0,4,4,3,5,1
57550001,57600000,1,1,2,1,3,1,2,2
57600001,57650000,3,3,2,4,4,3,2,5
57650001,57700000,4,4,0,2,5,4,6,6
57700001,57750000,0,0,0,0,0,0,0,0
57750001,57800000,0,0,0,0,0,0,0,0
57800001,57850000,2,3,3,5,4,4,4,3
57850001,57900000,2,4,1,3,5,3,6,8
57900001,57950000,8,2,2,4,4,6,9,4
57950001,58000000,3,1,1,1,2,1,3,1
58000001,58050000,2,1,1,1,1,1,1,2
58050001,58100000,1,1,0,0,0,2,0,1
58100001,58150000,0,0,0,0,0,0,0,0
